player_uid,expected_minutes,expected_goals,expected_assists,expected_saves,mean_xp,p_appearance,p_start,p_60_plus,p0,p6_plus,p10_plus,player_name,team,position,price,prediction_run_id,season,gameweek
code:10004,82.7053126738338,0.029649751537870386,0.12737462780831071,0.0,3.042,0.9998368470922345,0.9997220165536557,0.9797275762225826,0.084,0.22,0.02,ALB DEF2,ALB,DEF,66,project_20260722T045210Z,2025-26,1
code:10005,82.56823838351661,0.0733078846305714,0.04202202589697913,0.0,3.016,0.9986181937449761,0.997898585278289,0.9779406135727232,0.106,0.226,0.038,ALB DEF3,ALB,DEF,58,project_20260722T045210Z,2025-26,1
code:10020,82.56961800539264,0.047153276534677935,0.024345729982987903,0.0,2.986,0.9985954770701708,0.9979302226192978,0.9779716181669118,0.12,0.23,0.026,BIR DEF3,BIR,DEF,59,project_20260722T045210Z,2025-26,1
code:10086,81.88830735908785,0.08229967544143836,0.10491573708510166,0.0,2.978,0.996926345204752,0.9943159654785935,0.9744296461690216,0.06,0.108,0.002,FAL MID4,FAL,MID,66,project_20260722T045210Z,2025-26,1
code:10050,82.59546334244553,0.025780397226454112,0.10895226893717008,0.0,2.972,0.9987956983020243,0.9982852544593214,0.9783195493701349,0.182,0.246,0.014,DOR DEF3,DOR,DEF,61,project_20260722T045210Z,2025-26,1
code:10044,83.10517349473534,0.18649661329846426,0.05065665059978446,0.0,2.956,0.9983401662095723,0.9977710365311058,0.9778156158004836,0.134,0.188,0.016,COV FWD2,COV,FWD,75,project_20260722T045210Z,2025-26,1
code:10019,82.7054282768027,0.0186127265666415,0.07202055995501053,0.0,2.954,0.9998351763055926,0.9997245791713637,0.9797300875879364,0.098,0.22,0.016,BIR DEF2,BIR,DEF,67,project_20260722T045210Z,2025-26,1
code:10003,82.7225427168524,0.07453745163331439,0.04272684634967282,0.0,2.95,0.9999746851340958,0.9999570467067183,0.9799579057725839,0.086,0.222,0.024,ALB DEF1,ALB,DEF,74,project_20260722T045210Z,2025-26,1
code:10081,81.83646166726987,0.04485484169622745,0.0470504261657748,0.0,2.906,0.9909696469811085,0.9885980836184237,0.9688261219460552,0.164,0.24,0.01,FAL DEF4,FAL,DEF,55,project_20260722T045210Z,2025-26,1
code:10078,82.72294418682893,0.017987169994477317,0.04759904536649119,0.0,2.894,0.9999741653015985,0.9999639401446777,0.9799646613417842,0.102,0.246,0.006,FAL DEF1,FAL,DEF,79,project_20260722T045210Z,2025-26,1
code:10065,82.58869299185329,0.02425582280631879,0.03189128316380955,0.0,2.888,0.9987250653842924,0.998199157096801,0.9782351739548649,0.136,0.25,0.006,EXE DEF3,EXE,DEF,62,project_20260722T045210Z,2025-26,1
code:10021,81.44020617888837,0.026194671472291778,0.03726535212553886,0.0,2.87,0.9876170893725721,0.9832622063682473,0.9635969622408824,0.156,0.24,0.012,BIR DEF4,DOR,DEF,51,project_20260722T045210Z,2025-26,1
code:10006,81.73125115933946,0.029035606307223495,0.08336277435698516,0.0,2.83,0.9904730378420347,0.987031895519849,0.967291257609452,0.09,0.2,0.018,ALB DEF4,ALB,DEF,50,project_20260722T045210Z,2025-26,1
code:10079,82.70473505262044,0.017622391791143267,0.023489104729989278,0.0,2.812,0.9998053184215973,0.9997243559572099,0.9797298688380657,0.118,0.248,0.006,FAL DEF2,FAL,DEF,71,project_20260722T045210Z,2025-26,1
code:10039,82.29091914606498,0.09551560811122024,0.06889723410960032,0.0,2.806,0.9999940305157237,0.9999895831093645,0.9799897914471771,0.032,0.096,0.012,COV MID2,COV,MID,89,project_20260722T045210Z,2025-26,1
code:10066,81.80666202801389,0.024203024416342048,0.0318218644341797,0.0,2.784,0.9910833362396191,0.9880578873787913,0.9682967296312155,0.144,0.234,0.006,EXE DEF4,EXE,DEF,54,project_20260722T045210Z,2025-26,1
code:10041,81.86298833673747,0.09426578391327738,0.09028228074935309,0.0,2.732,0.9959555974262266,0.9942921232142972,0.9744062807500112,0.126,0.124,0.012,COV MID4,COV,MID,63,project_20260722T045210Z,2025-26,1
code:10018,82.72291764468899,0.018447977770362136,0.02402928575773281,0.0,2.684,0.9999754796228888,0.9999629983242094,0.9799637383577252,0.112,0.204,0.008,BIR DEF1,BIR,DEF,75,project_20260722T045210Z,2025-26,1
code:10043,83.27553859907063,0.13160744725044296,0.0510553299018576,0.0,2.546,0.9999793150979294,0.9999707627424227,0.9799713474875742,0.032,0.078,0.008,COV FWD1,COV,FWD,93,project_20260722T045210Z,2025-26,1
code:10031,80.3031672536997,6.990854274778742e-07,6.182622770887453e-07,3.377497245638941,2.094,0.9917168211610676,0.9905439880899468,0.9707331083281479,0.196,0.096,0.006,COV GKP1,COV,GKP,57,project_20260722T045210Z,2025-26,1
code:10035,82.58959138860199,0.015609461486786073,0.042356537257057285,0.0,1.77,0.9986393981572312,0.9982466744691804,0.9782817409797967,0.266,0.102,0.0,COV DEF3,COV,DEF,60,project_20260722T045210Z,2025-26,1
code:10012,25.202938593948325,0.06550114356947978,0.09059354470466768,0.0,1.726,0.6340540750864738,0.1659512030394557,0.16263217897866658,0.248,0.064,0.008,ALB MID5,ALB,MID,48,project_20260722T045210Z,2025-26,1
code:10015,24.84956482756913,0.12624712377551414,0.02652567552525165,0.0,1.726,0.3993225501741807,0.26017117209659735,0.25496774865466537,0.298,0.062,0.0,ALB FWD3,ALB,FWD,55,project_20260722T045210Z,2025-26,1
code:10034,82.70618060319487,0.016163859490458826,0.022092446021010674,0.0,1.71,0.9998102713653682,0.9997465850176485,0.9797516533172955,0.212,0.112,0.002,COV DEF2,COV,DEF,68,project_20260722T045210Z,2025-26,1
code:10033,82.7228167301882,0.015608936821600194,0.02133398860464727,0.0,1.67,0.999972277245521,0.9999625313381703,0.9799632807114068,0.234,0.104,0.004,COV DEF1,COV,DEF,76,project_20260722T045210Z,2025-26,1
code:10036,81.69770870193251,0.015160038319534002,0.06155359687218425,0.0,1.656,0.9899158312815439,0.9866840549140726,0.9669503738157912,0.282,0.094,0.0,COV DEF4,COV,DEF,52,project_20260722T045210Z,2025-26,1
code:10011,20.49552338657847,0.04420093622239476,0.05584757819849204,0.0,1.526,0.24952397920779404,0.24886071264415702,0.24388349839127388,0.408,0.026,0.0,ALB MID4,ALB,MID,61,project_20260722T045210Z,2025-26,1
code:10057,27.56885209058558,0.06352673580069985,0.06509816093512184,0.0,1.442,0.47820047215407835,0.2737221769044393,0.2682477333663505,0.424,0.048,0.002,DOR MID5,DOR,MID,51,project_20260722T045210Z,2025-26,1
code:10027,21.902507167634376,0.03655519276979346,0.0342973906205019,0.0,1.372,0.43782922548828973,0.19267192374125633,0.1888184852664312,0.404,0.034,0.0,BIR MID5,BIR,MID,49,project_20260722T045210Z,2025-26,1
code:10072,23.377156093401855,0.05212368944558185,0.04936407877952393,0.0,1.366,0.39382895672611035,0.2370968936079444,0.2323549557357855,0.464,0.038,0.004,EXE MID5,EXE,MID,52,project_20260722T045210Z,2025-26,1
code:10022,21.31926573827459,0.007634701420045618,0.009944527491353506,0.0,1.36,0.3842470979560379,0.20965637600976386,0.20546324848956857,0.504,0.13,0.002,BIR DEF5,BIR,DEF,43,project_20260722T045210Z,2025-26,1
code:10042,26.032336705929797,0.03478215015949284,0.0342432571738435,0.0,1.178,0.4629513171146028,0.25358561186584977,0.24851389962853276,0.466,0.03,0.0,COV MID5,COV,MID,50,project_20260722T045210Z,2025-26,1
code:10052,20.648070044821583,0.010627891011874356,0.015119567402411731,0.0,1.11,0.35193662264579334,0.21073197272105124,0.20651733326663022,0.62,0.104,0.002,DOR DEF5,DOR,DEF,45,project_20260722T045210Z,2025-26,1
code:10030,18.591150743382528,0.04842133244514909,0.011660161104672394,0.0,1.108,0.3992810720875648,0.15657551800306344,0.15344400764300217,0.472,0.026,0.002,BIR FWD3,BIR,FWD,56,project_20260722T045210Z,2025-26,1
code:10007,15.7353117548319,0.008936049384349434,0.012922693056691874,0.0,0.976,0.3088663876226111,0.14514968303228518,0.14224668937163948,0.552,0.066,0.0,ALB DEF5,ALB,DEF,42,project_20260722T045210Z,2025-26,1
code:10067,14.600541018805254,0.007097834153334329,0.009332152557396469,0.0,0.928,0.29242448186166303,0.1324671273433974,0.12981778479652947,0.622,0.082,0.0,EXE DEF5,EXE,DEF,46,project_20260722T045210Z,2025-26,1
code:10082,13.863730770764175,0.004994191005781609,0.0066568191745306855,0.0,0.824,0.23847795542363806,0.14066492006658485,0.13785162166525314,0.676,0.068,0.004,FAL DEF5,FAL,DEF,47,project_20260722T045210Z,2025-26,1
code:10060,17.105545916854076,0.0630526626641703,0.016583317814316625,0.0,0.804,0.3917012526902164,0.13485107906017643,0.1321540574789729,0.566,0.016,0.0,DOR FWD3,DOR,FWD,58,project_20260722T045210Z,2025-26,1
season:2025-26:academy:86,14.695093149993667,0.025845600094833793,0.024814649075944245,0.0,0.792,0.3623461118221419,0.09990841460675347,0.0979102463146184,0.572,0.012,0.0,FAL MID5,FAL,MID,53,project_20260722T045210Z,2025-26,1
code:10090,15.305703669945842,0.041598547312382446,0.0102507465532187,0.0,0.742,0.2679347697504836,0.15192506287814536,0.14888656162058245,0.606,0.006,0.0,FAL FWD3,FAL,FWD,60,project_20260722T045210Z,2025-26,1
season:2025-26:academy:74,12.466903308550545,0.046672348222431326,0.01134465658389177,0.0,0.682,0.2843720091194301,0.09870230839179993,0.09672826222396393,0.628,0.016,0.002,EXE FWD3,EXE,FWD,59,project_20260722T045210Z,2025-26,1
code:10062,8.321811876037907,1.1015392115729759e-06,9.371297118586164e-07,0.34366526860088287,0.62,0.15245600062297127,0.09401618474185079,0.09213586104701377,0.764,0.064,0.002,EXE GKP2,EXE,GKP,49,project_20260722T045210Z,2025-26,1
code:10002,7.534599786408721,1.3162094127542998e-06,1.2316185597404735e-06,0.3111558273568107,0.618,0.16006627376613786,0.08129403139329944,0.07966815076543345,0.746,0.058,0.0,ALB GKP2,ALB,GKP,45,project_20260722T045210Z,2025-26,1
code:10077,8.714349012216697,8.08579352488213e-07,6.97377646843764e-07,0.3946074231277357,0.554,0.14801153609438458,0.10047288046943963,0.09846342286005083,0.776,0.054,0.0,FAL GKP2,FAL,GKP,50,project_20260722T045210Z,2025-26,1
code:10045,11.688830310377865,0.02777169600569408,0.007017410109271563,0.0,0.532,0.25634104171534966,0.096436442088302,0.09450771324653597,0.674,0.006,0.0,COV FWD3,COV,FWD,57,project_20260722T045210Z,2025-26,1
code:10017,8.158532140419153,8.245400149687918e-07,6.949404578935528e-07,0.33692231706167836,0.478,0.15709452375733907,0.09084566483987089,0.08902875154307346,0.796,0.04,0.0,BIR GKP2,BIR,GKP,46,project_20260722T045210Z,2025-26,1
code:10047,9.166727016546385,1.1568954584857926e-06,1.0649522937465094e-06,0.392624757465633,0.468,0.1778990780081218,0.10183015723900292,0.09979355409422286,0.804,0.044,0.0,DOR GKP2,DOR,GKP,48,project_20260722T045210Z,2025-26,1
code:10037,12.819355844112454,0.004019899949625382,0.005494320381798947,0.0,0.348,0.2614212713079583,0.11453301560469982,0.11224235529260582,0.794,0.03,0.0,COV DEF5,COV,DEF,44,project_20260722T045210Z,2025-26,1
code:10032,8.042734185969694,6.990854274778742e-07,6.182622770887453e-07,0.3321402172362911,0.196,0.14153767468527612,0.09187214611056704,0.0900347031883557,0.862,0.01,0.0,COV GKP2,COV,GKP,47,project_20260722T045210Z,2025-26,1
code:10024,82.29098382164348,0.3368462113792773,0.33242221010137735,0.0,5.354,0.999996410089756,0.9999896868736861,0.9799898931362123,0.008,0.41,0.132,BIR MID2,BIR,MID,88,project_20260722T045210Z,2025-26,2
code:10023,82.29163690070371,0.2964892562165206,0.26175579521473286,0.0,4.774,0.9999998641011034,0.9999995416262007,0.9799995507936767,0.004,0.344,0.098,BIR MID1,BIR,MID,101,project_20260722T045210Z,2025-26,2
code:10084,82.29095231402401,0.20130701352935018,0.29414027269822735,0.0,4.442,0.9999964252292444,0.999989133623184,0.9799893509507203,0.02,0.324,0.066,FAL MID2,FAL,MID,92,project_20260722T045210Z,2025-26,2
code:10083,82.29163431848953,0.24452461160874842,0.18510686176085916,0.0,4.388,0.9999998552282604,0.999999500613607,0.9799995106013348,0.02,0.318,0.056,FAL MID1,FAL,MID,105,project_20260722T045210Z,2025-26,2
code:10025,82.2765376962221,0.20894967740862508,0.2994958307613788,0.0,4.38,0.9999078508581926,0.9997769031101087,0.9797813650479065,0.006,0.276,0.074,BIR MID3,BIR,MID,75,project_20260722T045210Z,2025-26,2
code:10028,83.27578361696763,0.4630427221112208,0.0827936572241592,0.0,4.362,0.9999876830800981,0.9999716501238786,0.9799722171214009,0.03,0.374,0.098,BIR FWD1,BIR,FWD,92,project_20260722T045210Z,2025-26,2
code:10054,82.29100094303259,0.2008632674605372,0.22413565256027504,0.0,4.188,0.9999965662724063,0.9999899171363106,0.9799901187935843,0.022,0.272,0.064,DOR MID2,DOR,MID,90,project_20260722T045210Z,2025-26,2
code:10080,82.60248214931599,0.14473516034184258,0.06861609385672619,0.0,4.112,0.9990100093140319,0.9983209321802967,0.9783545135366908,0.088,0.408,0.06,FAL DEF3,FAL,DEF,63,project_20260722T045210Z,2025-26,2
code:10085,82.2781825411393,0.2086082258635804,0.15336913741549563,0.0,4.046,0.9999237163932936,0.999798655735729,0.9798026826210144,0.024,0.276,0.05,FAL MID3,FAL,MID,79,project_20260722T045210Z,2025-26,2
code:10029,83.1224109681414,0.41945464945745226,0.1653109603597864,0.0,4.018,0.9987749443118432,0.9978917582029375,0.9779339230388787,0.038,0.316,0.048,BIR FWD2,BIR,FWD,74,project_20260722T045210Z,2025-26,2
code:10088,83.2757842697943,0.3537022076196846,0.08128035197162409,0.0,3.982,0.9999887452843473,0.9999712586667902,0.9799718334934543,0.018,0.33,0.054,FAL FWD1,FAL,FWD,96,project_20260722T045210Z,2025-26,2
code:10040,82.27553280700005,0.24589274950095008,0.16307922612546538,0.0,3.948,0.9998941959674208,0.9997653097290585,0.9797700035344773,0.022,0.266,0.06,COV MID3,COV,MID,76,project_20260722T045210Z,2025-26,2
code:10089,83.11605007824726,0.3512023419131907,0.15949278333615102,0.0,3.872,0.9988325296138494,0.9977646422993317,0.9778093494533451,0.054,0.282,0.066,FAL FWD2,FAL,FWD,78,project_20260722T045210Z,2025-26,2
code:10038,82.29163326642144,0.17899552880126696,0.1687941968056327,0.0,3.858,0.9999998534959149,0.9999994830979991,0.9799994934360391,0.036,0.248,0.058,COV MID1,COV,MID,102,project_20260722T045210Z,2025-26,2
code:10081,81.91678500384369,0.06521521772001798,0.06824139594867175,0.0,3.848,0.9933086034696628,0.9890495294654195,0.9692685388761111,0.082,0.382,0.034,FAL DEF4,FAL,DEF,55,project_20260722T045210Z,2025-26,2
code:10076,80.35936141858102,1.1744545423502939e-06,1.0104767097188292e-06,3.350370295565894,3.786,0.9929760306880699,0.9911389243007522,0.9713161458147371,0.09,0.34,0.008,FAL GKP1,FAL,GKP,60,project_20260722T045210Z,2025-26,2
code:10053,82.29163721192934,0.2015777391404674,0.16905570441191287,0.0,3.774,0.9999998756745905,0.9999995420729909,0.979999551231531,0.02,0.232,0.056,DOR MID1,DOR,MID,103,project_20260722T045210Z,2025-26,2
code:10010,82.26494353765675,0.21254686190829236,0.13274922974616007,0.0,3.764,0.999875068041765,0.9995897358084145,0.9795979410922462,0.036,0.242,0.034,ALB MID3,COV,MID,74,project_20260722T045210Z,2025-26,2
code:10020,82.60631986735521,0.06819397207066907,0.03525856562641696,0.0,3.748,0.9989930942277885,0.9983913643119223,0.9784235370256839,0.078,0.344,0.04,BIR DEF3,BIR,DEF,59,project_20260722T045210Z,2025-26,2
code:10016,80.34329804360026,1.1919357587642606e-06,1.005996422728935e-06,3.1622496459657663,3.67,0.993000838692658,0.9909019980910624,0.9710839581292411,0.06,0.316,0.008,BIR GKP1,BIR,GKP,56,project_20260722T045210Z,2025-26,2
code:10008,82.29163488046227,0.17877564744462413,0.16613408396128568,0.0,3.668,0.9999998903940146,0.99999949531297,0.9799995054067107,0.01,0.218,0.042,ALB MID1,ALB,MID,100,project_20260722T045210Z,2025-26,2
code:10026,81.91244601569647,0.15997429559992862,0.14621762739110056,0.0,3.662,0.9975375755356448,0.9944732173966836,0.9745837530487499,0.014,0.198,0.032,BIR MID4,BIR,MID,62,project_20260722T045210Z,2025-26,2
code:10086,81.97066627591084,0.11965979600152078,0.15217226055472718,0.0,3.606,0.9975497901935279,0.995478318747138,0.9755687523721952,0.048,0.184,0.04,FAL MID4,FAL,MID,66,project_20260722T045210Z,2025-26,2
code:10055,82.27740406842742,0.1425027815332638,0.1699311557318013,0.0,3.59,0.9999243322125071,0.9997848828434227,0.9797891851865542,0.016,0.192,0.042,DOR MID3,DOR,MID,77,project_20260722T045210Z,2025-26,2
code:10019,82.70965516288084,0.026907497263739675,0.10426235475736295,0.0,3.556,0.9999008824601497,0.9997701256781899,0.9797747231646261,0.052,0.32,0.012,BIR DEF2,BIR,DEF,67,project_20260722T045210Z,2025-26,2
code:10058,83.27562068251116,0.2779238034764759,0.06135222348581193,0.0,3.548,0.9999878113985592,0.9999689040624,0.9799695259811521,0.042,0.25,0.044,DOR FWD1,DOR,FWD,94,project_20260722T045210Z,2025-26,2
code:10070,82.2767058279783,0.15565265882037424,0.12430316886126055,0.0,3.548,0.9999093634752955,0.9997791733146091,0.9797835898483169,0.012,0.186,0.046,EXE MID3,EXE,MID,78,project_20260722T045210Z,2025-26,2
code:10069,82.29097438044708,0.15306896090928782,0.09803859647352275,0.0,3.516,0.9999959195907417,0.9999897329956694,0.979989938335756,0.016,0.21,0.034,EXE MID2,EXE,MID,91,project_20260722T045210Z,2025-26,2
code:10078,82.72315673625552,0.026126276559225774,0.06896958993209588,0.0,3.492,0.9999824558568765,0.9999643367634707,0.9799650500282013,0.05,0.33,0.014,FAL DEF1,FAL,DEF,79,project_20260722T045210Z,2025-26,2
code:10079,82.70778360789542,0.025597315733433504,0.03403617575829721,0.0,3.438,0.9998672770745902,0.9997516725183685,0.9797566390680011,0.06,0.332,0.012,FAL DEF2,FAL,DEF,71,project_20260722T045210Z,2025-26,2
code:10014,83.12083776837,0.22499222156918983,0.031185771769842413,0.0,3.434,0.9989727536748885,0.9977908011083235,0.9778349850861571,0.036,0.246,0.016,ALB FWD2,ALB,FWD,73,project_20260722T045210Z,2025-26,2
